16,40
23,41
34,38
1,28
2,28
22,34
26,34
34,37
36,39
5,30
20,32
23,31
33,34
6,28
7,28
11,29
13,29
39,38
13,27
9,25
45,41
27,24
16,24
5,23
6,21
27,21
7,20
1,19
3,19
4,18
12,19
15,19
36,29
30,22
30,21
46,34
55,30
8,9
5,6
1,2
0,3
0,7
2,9
1,3
1,1
2,1
3,3
3,9
5,9
4,8
7,11
10,10
10,12
11,16
10,16
5,16
4,16
3,17
12,17
12,13
13,12
16,15
18,17
17,15
20,17
18,14
18,13
20,15
19,13
21,10
4,0
7,3
7,2
8,1
10,9
12,8
15,10
13,8
14,7
16,10
13,4
15,6
17,5
16,4
16,3
20,6
16,2
21,7
28,14
20,4
38,23
40,24
26,3
41,17
58,18
55,16
55,15
53,15
53,12
51,17
52,11
64,6
63,6
63,4
61,4
61,1
61,2
61,3
60,2
60,4
60,5
59,6
60,1
55,9
53,8
52,7
51,4
55,21
59,23
55,27
54,23
49,22
51,27
49,5
49,2
46,17
47,3
48,0
36,7
44,2
40,2
30,1
