45,41
53,43
46,34
58,41
56,38
59,39
55,30
40,24
41,17
68,24
77,21
82,18
82,25
82,26
81,33
81,19
79,18
78,18
77,17
76,17
75,11
74,19
73,18
73,14
73,15
69,16
68,16
65,19
58,18
55,16
55,15
53,15
53,12
51,17
52,11
78,27
78,39
92,40
92,28
90,42
92,11
90,20
90,12
89,12
84,8
70,9
69,8
64,6
63,6
64,5
63,2
63,4
61,4
61,1
61,2
61,3
60,2
60,4
60,5
59,6
60,1
55,9
53,8
52,7
51,4
55,21
67,21
77,38
87,43
79,46
76,32
76,28
73,41
74,31
74,24
73,23
73,24
73,30
71,39
72,29
72,24
70,25
69,28
69,30
68,30
67,27
65,36
59,23
55,27
54,23
49,22
51,27
49,5
49,2
46,17
47,3
48,0
36,7
44,2
40,2
