93,93
37,93
22,93
11,93
5,91
18,92
19,91
52,90
38,90
37,90
6,88
8,88
9,88
17,88
25,89
32,88
45,88
46,89
53,88
55,87
18,87
16,87
0,87
0,85
23,86
29,85
31,86
53,84
47,84
45,84
39,84
28,84
24,84
17,84
0,84
3,83
5,83
9,83
14,82
25,83
28,83
33,81
1,79
3,79
12,80
15,80
16,79
37,80
46,80
18,78
4,76
12,76
17,76
21,77
35,77
39,76
42,76
44,76
36,75
24,75
0,74
0,73
9,70
15,71
15,70
10,69
2,67
4,66
2,66
0,62
2,62
4,58
6,58
6,56
6,55
19,63
35,72
40,74
46,72
43,72
31,68
4,53
18,59
36,68
4,51
5,50
20,57
18,55
2,47
23,54
27,57
47,66
20,51
22,51
39,62
42,60
10,47
34,59
35,59
8,43
17,44
36,56
39,52
39,51
38,51
36,51
30,49
24,44
38,49
40,47
36,47
39,45
82,18
79,18
78,18
77,17
76,17
75,11
73,18
73,14
73,15
69,16
68,16
65,19
92,11
90,20
90,12
89,12
84,8
70,9
69,8
64,5
63,2
